Source,Target,Weight,Type
alles-umsonst_2006,hundstage_1988,1,undirected
alles-umsonst_2006,letzte-grüße_2003,2,undirected
alles-umsonst_2006,mark-und-bein_1991,3,undirected
aus-großer-zeit_1978,herzlich-willkommen_1984,1,undirected
aus-großer-zeit_1978,mark-und-bein_1991,2,undirected
aus-großer-zeit_1978,schöne-aussicht_1981,6,undirected
ein-kapitel-für-sich_1975,herzlich-willkommen_1984,1,undirected
ein-kapitel-für-sich_1975,mark-und-bein_1991,2,undirected
ein-kapitel-für-sich_1975,tadellöser-wolff_1971,5,undirected
ein-kapitel-für-sich_1975,uns-gehts-ja-noch-gold_1972,3,undirected
heile-welt_1998,hundstage_1988,2,undirected
heile-welt_1998,letzte-grüße_2003,3,undirected
heile-welt_1998,mark-und-bein_1991,3,undirected
herzlich-willkommen_1984,aus-großer-zeit_1978,1,undirected
herzlich-willkommen_1984,ein-kapitel-für-sich_1975,1,undirected
herzlich-willkommen_1984,hundstage_1988,1,undirected
herzlich-willkommen_1984,mark-und-bein_1991,3,undirected
herzlich-willkommen_1984,schöne-aussicht_1981,1,undirected
herzlich-willkommen_1984,tadellöser-wolff_1971,3,undirected
hundstage_1988,alles-umsonst_2006,1,undirected
hundstage_1988,heile-welt_1998,2,undirected
hundstage_1988,herzlich-willkommen_1984,1,undirected
hundstage_1988,letzte-grüße_2003,4,undirected
hundstage_1988,mark-und-bein_1991,6,undirected
letzte-grüße_2003,alles-umsonst_2006,2,undirected
letzte-grüße_2003,heile-welt_1998,3,undirected
letzte-grüße_2003,hundstage_1988,4,undirected
letzte-grüße_2003,mark-und-bein_1991,4,undirected
mark-und-bein_1991,alles-umsonst_2006,3,undirected
mark-und-bein_1991,aus-großer-zeit_1978,2,undirected
mark-und-bein_1991,ein-kapitel-für-sich_1975,2,undirected
mark-und-bein_1991,heile-welt_1998,3,undirected
mark-und-bein_1991,herzlich-willkommen_1984,3,undirected
mark-und-bein_1991,hundstage_1988,6,undirected
mark-und-bein_1991,letzte-grüße_2003,4,undirected
mark-und-bein_1991,schöne-aussicht_1981,2,undirected
mark-und-bein_1991,tadellöser-wolff_1971,5,undirected
mark-und-bein_1991,uns-gehts-ja-noch-gold_1972,1,undirected
schöne-aussicht_1981,aus-großer-zeit_1978,6,undirected
schöne-aussicht_1981,herzlich-willkommen_1984,1,undirected
schöne-aussicht_1981,mark-und-bein_1991,2,undirected
tadellöser-wolff_1971,ein-kapitel-für-sich_1975,5,undirected
tadellöser-wolff_1971,herzlich-willkommen_1984,3,undirected
tadellöser-wolff_1971,mark-und-bein_1991,5,undirected
tadellöser-wolff_1971,uns-gehts-ja-noch-gold_1972,2,undirected
uns-gehts-ja-noch-gold_1972,ein-kapitel-für-sich_1975,3,undirected
uns-gehts-ja-noch-gold_1972,mark-und-bein_1991,1,undirected
uns-gehts-ja-noch-gold_1972,tadellöser-wolff_1971,2,undirected
