Source,Target,Weight,Type
cb_jauche_1975,cb_quints_1985,6,undirected
cb_jauche_1975,cw_kindheitsmuster_1976,1,undirected
cb_jauche_1975,gg_blechtrommel_1959,2,undirected
cb_quints_1985,cb_jauche_1975,6,undirected
cb_quints_1985,cw_kindheitsmuster_1976,2,undirected
cb_quints_1985,gg_blechtrommel_1959,1,undirected
cb_tessin_1960,cw_kindheitsmuster_1976,2,undirected
cb_tessin_1960,cw_medea_1996,3,undirected
cb_tessin_1960,hb_clown_1963,2,undirected
cw_kindheitsmuster_1976,cb_jauche_1975,1,undirected
cw_kindheitsmuster_1976,cb_quints_1985,2,undirected
cw_kindheitsmuster_1976,cb_tessin_1960,2,undirected
cw_kindheitsmuster_1976,cw_medea_1996,6,undirected
cw_kindheitsmuster_1976,cw_nachdenken_1968,2,undirected
cw_kindheitsmuster_1976,gg_blechtrommel_1959,3,undirected
cw_kindheitsmuster_1976,gg_schnecke_1972,2,undirected
cw_kindheitsmuster_1976,hb_clown_1963,2,undirected
cw_kindheitsmuster_1976,hb_frauen_1975,2,undirected
cw_kindheitsmuster_1976,hb_gruppenbild_1971,3,undirected
cw_kindheitsmuster_1976,wk_kapitel_1975,1,undirected
cw_medea_1996,cb_tessin_1960,3,undirected
cw_medea_1996,cw_kindheitsmuster_1976,6,undirected
cw_medea_1996,cw_nachdenken_1968,3,undirected
cw_medea_1996,gg_blechtrommel_1959,2,undirected
cw_medea_1996,gg_raettin_1986,1,undirected
cw_medea_1996,gg_schnecke_1972,1,undirected
cw_medea_1996,hb_gruppenbild_1971,2,undirected
cw_nachdenken_1968,cw_kindheitsmuster_1976,2,undirected
cw_nachdenken_1968,cw_medea_1996,3,undirected
cw_nachdenken_1968,gg_blechtrommel_1959,1,undirected
gg_blechtrommel_1959,cb_jauche_1975,2,undirected
gg_blechtrommel_1959,cb_quints_1985,1,undirected
gg_blechtrommel_1959,cw_kindheitsmuster_1976,3,undirected
gg_blechtrommel_1959,cw_medea_1996,2,undirected
gg_blechtrommel_1959,cw_nachdenken_1968,1,undirected
gg_blechtrommel_1959,gg_raettin_1986,4,undirected
gg_blechtrommel_1959,gg_schnecke_1972,5,undirected
gg_blechtrommel_1959,hb_gruppenbild_1971,1,undirected
gg_raettin_1986,cw_medea_1996,1,undirected
gg_raettin_1986,gg_blechtrommel_1959,4,undirected
gg_raettin_1986,gg_schnecke_1972,6,undirected
gg_schnecke_1972,cw_kindheitsmuster_1976,2,undirected
gg_schnecke_1972,cw_medea_1996,1,undirected
gg_schnecke_1972,gg_blechtrommel_1959,5,undirected
gg_schnecke_1972,gg_raettin_1986,6,undirected
gg_schnecke_1972,hb_frauen_1975,1,undirected
hb_clown_1963,cb_tessin_1960,2,undirected
hb_clown_1963,cw_kindheitsmuster_1976,2,undirected
hb_clown_1963,hb_gruppenbild_1971,3,undirected
hb_frauen_1975,cw_kindheitsmuster_1976,2,undirected
hb_frauen_1975,gg_schnecke_1972,1,undirected
hb_frauen_1975,hb_gruppenbild_1971,3,undirected
hb_gruppenbild_1971,cw_kindheitsmuster_1976,3,undirected
hb_gruppenbild_1971,cw_medea_1996,2,undirected
hb_gruppenbild_1971,gg_blechtrommel_1959,1,undirected
hb_gruppenbild_1971,hb_clown_1963,3,undirected
hb_gruppenbild_1971,hb_frauen_1975,3,undirected
wk_aussicht_1981,wk_gruesse_2003,1,undirected
wk_aussicht_1981,wk_tadel_1971,4,undirected
wk_aussicht_1981,wk_zeit_1978,6,undirected
wk_gold_1972,wk_kapitel_1975,5,undirected
wk_gold_1972,wk_tadel_1971,6,undirected
wk_gold_1972,wk_willkommen_1984,2,undirected
wk_gold_1972,wk_zeit_1978,1,undirected
wk_gruesse_2003,wk_aussicht_1981,1,undirected
wk_gruesse_2003,wk_heilewelt_1998,6,undirected
wk_gruesse_2003,wk_hundstage_1988,3,undirected
wk_gruesse_2003,wk_markbein_1991,2,undirected
wk_gruesse_2003,wk_umsonst_2006,2,undirected
wk_gruesse_2003,wk_zeit_1978,2,undirected
