Source,Target,Weight,Type
brief_11,brief_37,3,undirected
brief_11,walter_2,1,undirected
brief_11,walter_32,2,undirected
brief_13,brief_16,1,undirected
brief_13,brief_37,2,undirected
brief_13,brief_50,3,undirected
brief_16,brief_13,1,undirected
brief_16,brief_50,3,undirected
brief_16,mutter_34,3,undirected
brief_16,walter_47,2,undirected
brief_16,walter_56,1,undirected
brief_22,brief_31,3,undirected
brief_22,brief_42,3,undirected
brief_22,brief_46,2,undirected
brief_22,brief_50,1,undirected
brief_22,walter_23,1,undirected
brief_22,walter_28,3,undirected
brief_22,walter_4,2,undirected
brief_27,mutter_40,1,undirected
brief_27,mutter_44,2,undirected
brief_27,mutter_49,3,undirected
brief_31,brief_22,3,undirected
brief_31,brief_42,2,undirected
brief_31,walter_56,1,undirected
brief_37,brief_11,3,undirected
brief_37,brief_13,2,undirected
brief_37,mutter_14,1,undirected
brief_37,mutter_40,2,undirected
brief_37,walter_6,3,undirected
brief_42,brief_22,3,undirected
brief_42,brief_31,2,undirected
brief_42,brief_50,2,undirected
brief_42,walter_28,2,undirected
brief_42,walter_56,1,undirected
brief_46,brief_22,2,undirected
brief_46,robert_53,1,undirected
brief_46,walter_28,3,undirected
brief_48,walter_2,2,undirected
brief_48,walter_28,1,undirected
brief_48,walter_56,3,undirected
brief_50,brief_13,3,undirected
brief_50,brief_16,3,undirected
brief_50,brief_22,1,undirected
brief_50,brief_42,2,undirected
mutter_1,mutter_14,3,undirected
mutter_1,mutter_18,1,undirected
mutter_1,robert_45,2,undirected
mutter_10,mutter_14,3,undirected
mutter_10,mutter_18,6,undirected
mutter_10,mutter_3,3,undirected
mutter_10,mutter_5,1,undirected
mutter_10,robert_8,2,undirected
mutter_14,brief_37,1,undirected
mutter_14,mutter_1,3,undirected
mutter_14,mutter_10,3,undirected
mutter_14,mutter_18,5,undirected
mutter_14,mutter_40,1,undirected
mutter_14,mutter_49,1,undirected
mutter_14,mutter_52,2,undirected
mutter_14,mutter_7,4,undirected
mutter_18,mutter_1,1,undirected
mutter_18,mutter_10,6,undirected
mutter_18,mutter_14,5,undirected
mutter_18,mutter_7,2,undirected
mutter_18,robert_8,1,undirected
mutter_20,mutter_24,5,undirected
mutter_20,mutter_36,1,undirected
mutter_20,mutter_49,2,undirected
mutter_20,mutter_55,1,undirected
mutter_24,mutter_20,5,undirected
mutter_24,mutter_34,1,undirected
mutter_24,mutter_36,4,undirected
mutter_24,mutter_40,3,undirected
mutter_24,mutter_49,3,undirected
mutter_24,mutter_52,3,undirected
mutter_26,mutter_34,2,undirected
mutter_26,mutter_36,3,undirected
mutter_26,robert_21,1,undirected
