Source,Target,Weight,Type
cb_jauche_1975,cb_quints_1985,23,undirected
cb_jauche_1975,cw_medea_1996,3,undirected
cb_jauche_1975,cw_nachdenken_1968,38,undirected
cb_jauche_1975,gg_schnecke_1972,51,undirected
cb_quints_1985,cb_jauche_1975,23,undirected
cb_quints_1985,cw_kindheitsmuster_1976,7,undirected
cb_quints_1985,cw_medea_1996,43,undirected
cb_quints_1985,cw_nachdenken_1968,13,undirected
cb_quints_1985,gg_raettin_1986,2,undirected
cb_quints_1985,gg_schnecke_1972,63,undirected
cb_quints_1985,hb_clown_1963,2,undirected
cb_quints_1985,hb_frauen_1975,2,undirected
cb_quints_1985,hb_gruppenbild_1971,7,undirected
cb_quints_1985,wk_gold_1972,10,undirected
cb_quints_1985,wk_heilewelt_1998,7,undirected
cb_quints_1985,wk_hundstage_1988,3,undirected
cb_quints_1985,wk_markbein_1991,4,undirected
cb_quints_1985,wk_willkommen_1984,2,undirected
cb_quints_1985,wk_zeit_1978,1,undirected
cb_tessin_1960,cw_medea_1996,41,undirected
cb_tessin_1960,cw_nachdenken_1968,17,undirected
cb_tessin_1960,gg_schnecke_1972,54,undirected
cb_tessin_1960,hb_clown_1963,2,undirected
cw_kindheitsmuster_1976,cb_quints_1985,7,undirected
cw_kindheitsmuster_1976,cw_medea_1996,67,undirected
cw_kindheitsmuster_1976,cw_nachdenken_1968,33,undirected
cw_kindheitsmuster_1976,gg_blechtrommel_1959,9,undirected
cw_kindheitsmuster_1976,gg_raettin_1986,1,undirected
cw_kindheitsmuster_1976,gg_schnecke_1972,67,undirected
cw_kindheitsmuster_1976,hb_clown_1963,6,undirected
cw_kindheitsmuster_1976,hb_frauen_1975,2,undirected
cw_kindheitsmuster_1976,wk_aussicht_1981,22,undirected
cw_kindheitsmuster_1976,wk_gruesse_2003,10,undirected
cw_kindheitsmuster_1976,wk_heilewelt_1998,35,undirected
cw_kindheitsmuster_1976,wk_hundstage_1988,10,undirected
cw_kindheitsmuster_1976,wk_kapitel_1975,1,undirected
cw_kindheitsmuster_1976,wk_markbein_1991,2,undirected
cw_kindheitsmuster_1976,wk_tadel_1971,18,undirected
cw_kindheitsmuster_1976,wk_umsonst_2006,34,undirected
cw_kindheitsmuster_1976,wk_willkommen_1984,22,undirected
cw_kindheitsmuster_1976,wk_zeit_1978,21,undirected
cw_medea_1996,cb_jauche_1975,3,undirected
cw_medea_1996,cb_quints_1985,43,undirected
cw_medea_1996,cb_tessin_1960,41,undirected
cw_medea_1996,cw_kindheitsmuster_1976,67,undirected
cw_medea_1996,cw_nachdenken_1968,63,undirected
cw_medea_1996,gg_blechtrommel_1959,39,undirected
cw_medea_1996,gg_raettin_1986,39,undirected
cw_medea_1996,gg_schnecke_1972,111,undirected
cw_medea_1996,hb_clown_1963,41,undirected
cw_medea_1996,hb_frauen_1975,39,undirected
cw_medea_1996,hb_gruppenbild_1971,37,undirected
cw_medea_1996,wk_aussicht_1981,33,undirected
cw_medea_1996,wk_gold_1972,17,undirected
cw_medea_1996,wk_gruesse_2003,36,undirected
cw_medea_1996,wk_heilewelt_1998,19,undirected
cw_medea_1996,wk_hundstage_1988,40,undirected
cw_medea_1996,wk_kapitel_1975,25,undirected
cw_medea_1996,wk_markbein_1991,43,undirected
cw_medea_1996,wk_tadel_1971,14,undirected
cw_medea_1996,wk_umsonst_2006,22,undirected
cw_medea_1996,wk_willkommen_1984,31,undirected
cw_medea_1996,wk_zeit_1978,34,undirected
cw_nachdenken_1968,cb_jauche_1975,38,undirected
cw_nachdenken_1968,cb_quints_1985,13,undirected
cw_nachdenken_1968,cb_tessin_1960,17,undirected
cw_nachdenken_1968,cw_kindheitsmuster_1976,33,undirected
cw_nachdenken_1968,cw_medea_1996,63,undirected
cw_nachdenken_1968,gg_blechtrommel_1959,8,undirected
cw_nachdenken_1968,gg_raettin_1986,15,undirected
cw_nachdenken_1968,gg_schnecke_1972,87,undirected
cw_nachdenken_1968,hb_clown_1963,9,undirected
cw_nachdenken_1968,hb_frauen_1975,15,undirected
cw_nachdenken_1968,hb_gruppenbild_1971,14,undirected
cw_nachdenken_1968,wk_aussicht_1981,2,undirected
cw_nachdenken_1968,wk_gold_1972,30,undirected
cw_nachdenken_1968,wk_gruesse_2003,8,undirected
cw_nachdenken_1968,wk_hundstage_1988,6,undirected
cw_nachdenken_1968,wk_kapitel_1975,32,undirected
cw_nachdenken_1968,wk_markbein_1991,13,undirected
cw_nachdenken_1968,wk_willkommen_1984,1,undirected
cw_nachdenken_1968,wk_zeit_1978,4,undirected
gg_blechtrommel_1959,cw_kindheitsmuster_1976,9,undirected
gg_blechtrommel_1959,cw_medea_1996,39,undirected
